"MetaboliteName","FOBI","HMDB","KEGG","ChEBI","PubChem_CID","InChIKey","InChI_Code","ChemSpider"
"proline betaine","FOBI:030685","HMDB04827","C10172","CHEBI:35280","115244","CMUNUTVVOOHQPW-LURJTMIESA-N","InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1",NA
"pyrogallol","FOBI:030432",NA,"C01108","CHEBI:16164","1057","WQGWDDDVZFFDIG-UHFFFAOYSA-N","InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H","13760300 | 13835557"
"pyrogallol 1-glucuronide","FOBI:030433",NA,NA,NA,NA,"QCVMOWDDTCUWLI-UHFFFAOYSA-N","InChI=1S/C12H14O9/c13-4-2-1-3-5(6(4)14)20-12-9(17)7(15)8(16)10(21-12)11(18)19/h1-3,7-10,12-17H,(H,18,19)",NA
"pyrogallol 1-sulfate","FOBI:030435",NA,NA,NA,"54110629","NGVLEQPKHLWZLN-UHFFFAOYSA-N","InChI=1S/C6H6O6S/c7-4-2-1-3-5(6(4)8)12-13(9,10)11/h1-3,7-8H,(H,9,10,11)",NA
"pyrogallol 2-glucuronide","FOBI:030434",NA,NA,NA,"122553541","SOHXEAWMMVSJFL-COGRHJPHSA-N","InChI=1S/C12H14O9/c13-4-2-1-3-5(14)9(4)20-12-8(17)6(15)7(16)10(21-12)11(18)19/h1-3,6-8,10,12-17H,(H,18,19)/t6-,7-,8+,10-,12+/m0/s1",NA
"pyrogallol 2-sulfate","FOBI:030436",NA,NA,NA,NA,"XADBYTWTQXSBAF-UHFFFAOYSA-N","InChI=1S/C6H6O6S/c7-4-2-1-3-5(8)6(4)12-13(9,10)11/h1-3,7-8H,(H,9,10,11)",NA
"quercetin","FOBI:030558","HMDB05794","C00389","CHEBI:16243","5280343","REFJWTPEDVJJIY-UHFFFAOYSA-N","InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H","15139441 | 4444051"
"quercetin 3-glucuronide","FOBI:030559",NA,NA,NA,"12004528","DUBCCGAQYVUYEU-UHFFFAOYSA-N","InChI=1S/C21H18O13/c22-7-4-10(25)12-11(5-7)32-17(6-1-2-8(23)9(24)3-6)18(13(12)26)33-21-16(29)14(27)15(28)19(34-21)20(30)31/h1-5,14-16,19,21-25,27-29H,(H,30,31)","10176995"
"quercetin 3'-glucuronide","FOBI:030560",NA,NA,NA,"11655911","LBJLXDMWOKJIPQ-JENRNSKYSA-N","InChI=1S/C21H18O13/c22-7-4-9(24)12-11(5-7)32-18(15(27)13(12)25)6-1-2-8(23)10(3-6)33-21-17(29)14(26)16(28)19(34-21)20(30)31/h1-5,14,16-17,19,21-24,26-29H,(H,30,31)/t14-,16-,17+,19-,21+/m0/s1",NA
"quercetin 3'-sulfate","FOBI:030561",NA,NA,NA,"21676162","OSCLBBUATYLBQA-UHFFFAOYSA-N","InChI=1S/C15H10O10S/c16-7-4-9(18)12-11(5-7)24-15(14(20)13(12)19)6-1-2-8(17)10(3-6)25-26(21,22)23/h1-5,16-18,20H,(H,21,22,23)",NA
"rhamnitol","FOBI:030756",NA,NA,"CHEBI:45530","445052","SKCKOFZKJLZSFA-BXKVDMCESA-N","InChI=1S/C6H14O5/c1-3(8)5(10)6(11)4(9)2-7/h3-11H,2H2,1H3/t3-,4-,5-,6-/m0/s1","392801"
"saccharin","FOBI:030626",NA,"C12283","CHEBI:32111","5143","CVHZOJJKTDOEJC-UHFFFAOYSA-N","InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)","10685695"
"s-allylcysteine","FOBI:030676",NA,"C16759","CHEBI:74077","40424388 | 9793905","ZFAHNWWNDFHPOH-YFKPBYRVSA-N","InChI=1S/C6H11NO2S/c1-2-3-10-4-5(7)6(8)9/h2,5H,1,3-4,7H2,(H,8,9)/t5-/m0/s1",NA
"s-allylmercapturic acid","FOBI:030680",NA,NA,NA,"10465488","LKRAEHUDIUJBSF-SSDOTTSWSA-N","InChI=1S/C8H13NO3S/c1-3-4-13-5-7(8(11)12)9-6(2)10/h3,7H,1,4-5H2,2H3,(H,9,10)(H,11,12)/t7-/m1/s1","8640899"
"sinapic acid","FOBI:030412",NA,"C00482","CHEBI:15714 | CHEBI:60935 | CHEBI:77131","637775","PCMORTLOPMLEFB-ONEGZZNKSA-N","InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+","553361"
"sinapic acid glucuronide","FOBI:030413",NA,NA,NA,NA,"SVMPWPWAQOHKHG-UOZBHZCFSA-N","InChI=1S/C17H20O11/c1-25-8-5-7(3-4-10(18)19)6-9(26-2)14(8)27-17-13(22)11(20)12(21)15(28-17)16(23)24/h3-6,11-13,15,17,20-22H,1-2H3,(H,18,19)(H,23,24)/t11-,12-,13+,15-,17+/m0/s1",NA
"sinapic acid sulfate","FOBI:030414",NA,NA,NA,NA,"KJWQVTFGBFEXMV-ONEGZZNKSA-N","InChI=1S/C11H12O8S/c1-17-8-5-7(3-4-10(12)13)6-9(18-2)11(8)19-20(14,15)16/h3-6H,1-2H3,(H,12,13)(H,14,15,16)/b4-3+",NA
"s-methylcysteine","FOBI:030678","HMDB02108",NA,"CHEBI:45658","24417 | 7058174","IDIDJDIHTAOVLG-VKHMYHEASA-N","InChI=1S/C4H9NO2S/c1-8-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",NA
"solanidine","FOBI:030716","HMDB03236","C06543","CHEBI:28374","65727","JVKYZPBMZPJNAJ-OQFNDJACSA-N","InChI=1S/C27H43NO/c1-16-5-8-23-17(2)25-24(28(23)15-16)14-22-20-7-6-18-13-19(29)9-11-26(18,3)21(20)10-12-27(22,25)4/h6,16-17,19-25,29H,5,7-15H2,1-4H3/t16-,17+,19-,20+,21-,22-,23+,24-,25-,26-,27-/m0/s1","59150"
"sucralose","FOBI:030627",NA,"C12285","CHEBI:32159","71485","BAQAVOSOZGMPRM-QBMZZYIRSA-N","InChI=1S/C12H19Cl3O8/c13-1-4-7(17)10(20)12(3-14,22-4)23-11-9(19)8(18)6(15)5(2-16)21-11/h4-11,16-20H,1-3H2/t4-,5-,6+,7-,8+,9-,10+,11-,12+/m1/s1","64561"
"sucrose","FOBI:030757","HMDB00258","C00089 | D00025","CHEBI:17992 | CHEBI:65313","5988","CZMRCDWAGMRECN-UGDNZRGBSA-N","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",NA
"sulforaphane","FOBI:030639","HMDB05792",NA,NA,"5350","SUVMJBTUFCVSAD-UHFFFAOYSA-N","InChI=1S/C6H11NOS2/c1-10(8)5-3-2-4-7-6-9/h2-5H2,1H3",NA
"sulforaphane-cysteine","FOBI:030640",NA,NA,NA,"10402443","PUPMSTCTVNEOCX-ISJKBYAMSA-N","InChI=1S/C9H18N2O3S3/c1-17(14)5-3-2-4-11-9(15)16-6-7(10)8(12)13/h7H,2-6,10H2,1H3,(H,11,15)(H,12,13)/t7-,17?/m0/s1","8577881"
"sulforaphane-cysteine-glycine","FOBI:030642",NA,NA,NA,NA,"XXNFGCPBPYXDGU-UHFFFAOYSA-N","InChI=1S/C11H21N3O4S3/c1-21(18)5-3-2-4-13-11(19)20-7-8(12)10(17)14-6-9(15)16/h8H,2-7,12H2,1H3,(H,13,19)(H,14,17)(H,15,16)",NA
"sulforaphane-glutathione","FOBI:030643",NA,NA,NA,"45040448","ROARKYNVUQLTDP-QGQIPBJJSA-N","InChI=1S/C16H28N4O7S3/c1-30(27)7-3-2-6-18-16(28)29-9-11(14(24)19-8-13(22)23)20-12(21)5-4-10(17)15(25)26/h10-11H,2-9,17H2,1H3,(H,18,28)(H,19,24)(H,20,21)(H,22,23)(H,25,26)/t10-,11-,30?/m0/s1",NA
"sulforaphane-n-acetyl-cysteine","FOBI:030641",NA,NA,NA,"71772353","IIHBKTCHILXGOT-KMYGYIBBSA-N","InChI=1S/C11H20N2O4S3/c1-8(14)13-9(10(15)16)7-19-11(18)12-5-3-4-6-20(2)17/h9H,3-7H2,1-2H3,(H,12,18)(H,13,14)(H,15,16)/t9-,20?/m0/s1",NA
"syringic acid","FOBI:030349","HMDB02085","C10833","CHEBI:68329","10742","JMSVCTWVEWCHDZ-UHFFFAOYSA-N","InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)",NA
"syringic acid glucuronide","FOBI:030350",NA,NA,NA,NA,"WOGNQDHJFYPQMD-YGMDGNCASA-N","InChI=1S/C15H18O11/c1-23-6-3-5(13(19)20)4-7(24-2)11(6)25-15-10(18)8(16)9(17)12(26-15)14(21)22/h3-4,8-10,12,15-18H,1-2H3,(H,19,20)(H,21,22)/t8-,9-,10+,12-,15+/m0/s1",NA
"syringic acid sulfate","FOBI:030351",NA,NA,NA,NA,"RUXRRHGJTRVOSL-UHFFFAOYSA-N","InChI=1S/C9H10O8S/c1-15-6-3-5(9(10)11)4-7(16-2)8(6)17-18(12,13)14/h3-4H,1-2H3,(H,10,11)(H,12,13,14)",NA
"tartaric acid","FOBI:030630","HMDB00956","C00898 | D00103","CHEBI:15671","444305","FEWJPZIEWOKRBE-JCYAYHJZSA-N","InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m1/s1",NA
"taurine","FOBI:030709","HMDB00251","C00245 | D00047","CHEBI:15891 | CHEBI:507393","1123 | 4068592","XOAAWQZATWQOTB-UHFFFAOYSA-N","InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)","10675782 | 1091"
"theaflavin","FOBI:030491","HMDB05788",NA,NA,"22833651","MKTFRRIBCBTOKJ-CRFHJIRQSA-N","InChI=1S/C29H24O12/c30-12-4-17(32)14-8-20(35)28(40-22(14)6-12)11-1-10-2-16(25(37)27(39)24(10)26(38)19(34)3-11)29-21(36)9-15-18(33)5-13(31)7-23(15)41-29/h1-7,20-21,28-33,35-37,39H,8-9H2,(H,34,38)/t20-,21-,28-,29-/m1/s1","17216345"
"theobromine","FOBI:030657","HMDB02825","C07480","CHEBI:28946","5429","YAPQBXQYLJRXSA-UHFFFAOYSA-N","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)","11181178"
"theophylline","FOBI:030656","HMDB01889","C07130 | D00371","CHEBI:28177","2153","ZFXYFBGIUFBOJW-UHFFFAOYSA-N","InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",NA
"tomatidine","FOBI:030717",NA,"C10826","CHEBI:9629","65576","XYNPYHXGMWJBLV-VXPJTDKGSA-N","InChI=1S/C27H45NO2/c1-16-7-12-27(28-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(29)8-10-25(18,3)21(20)9-11-26(22,24)4/h16-24,28-29H,5-15H2,1-4H3/t16-,17-,18-,19-,20+,21-,22-,23-,24-,25-,26-,27-/m0/s1","59019"
"trans-piceid","FOBI:030605",NA,"C10275","CHEBI:8198","5281718","HSTZMXCBWJGKHG-CUYWLFDKSA-N","InChI=1S/C20H22O8/c21-10-16-17(24)18(25)19(26)20(28-16)27-15-8-12(7-14(23)9-15)2-1-11-3-5-13(22)6-4-11/h1-9,16-26H,10H2/b2-1+/t16-,17-,18+,19-,20-/m1/s1","4445034"
"trans-resveratrol","FOBI:030590","HMDB03747","C03582","CHEBI:27881","445154","LUKBXSAWLPMMSZ-OWOJBTEDSA-N","InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+","392875"
"trans-resveratrol 3-glucuronide","FOBI:030592",NA,NA,NA,"5273285","QWSAYEBSTMCFKY-OTPOQTMVSA-N","InChI=1S/C20H20O9/c21-12-5-3-10(4-6-12)1-2-11-7-13(22)9-14(8-11)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-9,15-18,20-25H,(H,26,27)/b2-1+/t15-,16-,17+,18-,20+/m0/s1","4437760"
"trans-resveratrol 3-sulfate","FOBI:030596",NA,NA,"CHEBI:84040","25113755","DULQFFCIVGYOFH-OWOJBTEDSA-N","InChI=1S/C14H12O6S/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(8-11)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1+",NA
"trans-resveratrol 4'-glucuronide","FOBI:030593",NA,NA,NA,"5273284","CDEBVTGYVFHDMA-OTPOQTMVSA-N","InChI=1S/C20H20O9/c21-12-7-11(8-13(22)9-12)2-1-10-3-5-14(6-4-10)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-9,15-18,20-25H,(H,26,27)/b2-1+/t15-,16-,17+,18-,20+/m0/s1","4437759"
"trans-resveratrol 4'-sulfate","FOBI:030597",NA,NA,NA,"29986833","KOTTWDFKZULRPN-OWOJBTEDSA-N","InChI=1S/C14H12O6S/c15-12-7-11(8-13(16)9-12)2-1-10-3-5-14(6-4-10)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1+",NA
"trigonelline","FOBI:030712","HMDB00875","C01004","CHEBI:18123","5570","WWNNZCOKKKDOPX-UHFFFAOYSA-N","InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3",NA
"trimethylamine n-oxide","FOBI:030711","HMDB00925","C01104","CHEBI:15724","1145","UYPYRKYUKCHHIB-UHFFFAOYSA-N","InChI=1S/C3H9NO/c1-4(2,3)5/h1-3H3","1113"
"tyrosol","FOBI:030579","HMDB04284","C06044","CHEBI:1879","10393","YCCILVSKPBXVIP-UHFFFAOYSA-N","InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2",NA
"tyrosol glucuronide","FOBI:030580",NA,NA,NA,NA,"HEIHXCBRTPYOMU-BYNIDDHOSA-N","InChI=1S/C14H18O8/c15-6-5-7-1-3-8(4-2-7)21-14-11(18)9(16)10(17)12(22-14)13(19)20/h1-4,9-12,14-18H,5-6H2,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1",NA
"tyrosol sulfate","FOBI:030581",NA,NA,NA,NA,"VCRXMIQBQGCAAL-UHFFFAOYSA-N","InChI=1S/C8H10O5S/c9-6-5-7-1-3-8(4-2-7)13-14(10,11)12/h1-4,9H,5-6H2,(H,10,11,12)",NA
"umbelliferone glucuronide","FOBI:030526",NA,NA,NA,"125641","PRYLPCLGPXGILY-DKBOKBLXSA-N","InChI=1S/C15H14O9/c16-9-4-2-6-1-3-7(5-8(6)23-9)22-15-12(19)10(17)11(18)13(24-15)14(20)21/h1-5,10-13,15,17-19H,(H,20,21)/t10-,11-,12+,13-,15+/m0/s1",NA
"umbelliferone sulfate","FOBI:030527",NA,NA,NA,NA,"LJOOSFYJELZGMR-UHFFFAOYSA-M","InChI=1S/C9H6O6S/c10-9-4-2-6-1-3-7(5-8(6)14-9)15-16(11,12)13/h1-5H,(H,11,12,13)/p-1",NA
"urolithin a","FOBI:030570",NA,NA,NA,"5488186","RIUPLDUFZCXCHM-UHFFFAOYSA-N","InChI=1S/C13H8O4/c14-7-1-3-9-10-4-2-8(15)6-12(10)17-13(16)11(9)5-7/h1-6,14-15H","4589709"
"urolithin a 3-glucuronide","FOBI:08706",NA,NA,NA,"102579638","KXBXNRJGUDTJQS-KSPMYQCISA-N","InChI=1S/C19H16O10/c20-7-1-3-9-10-4-2-8(6-12(10)28-18(26)11(9)5-7)27-19-15(23)13(21)14(22)16(29-19)17(24)25/h1-6,13-16,19-23H,(H,24,25)/t13-,14-,15+,16-,19+/m0/s1",NA
"urolithin a 3-sulfate","FOBI:08708",NA,NA,NA,NA,"WMPNAWQWWZFJTQ-UHFFFAOYSA-N","InChI=1S/C13H8O7S/c14-7-1-3-9-10-4-2-8(20-21(16,17)18)6-12(10)19-13(15)11(9)5-7/h1-6,14H,(H,16,17,18)",NA
"urolithin a 8-glucuronide","FOBI:08707",NA,NA,NA,"131708293","QMPHAAMUHRNZSL-KSPMYQCISA-N","InChI=1S/C19H16O10/c20-7-1-3-10-9-4-2-8(6-11(9)18(26)28-12(10)5-7)27-19-15(23)13(21)14(22)16(29-19)17(24)25/h1-6,13-16,19-23H,(H,24,25)/t13-,14-,15+,16-,19+/m0/s1",NA
"urolithin a 8-sulfate","FOBI:08709",NA,NA,NA,NA,"WMPNAWQWWZFJTQ-UHFFFAOYSA-N","InChI=1S/C13H8O7S/c14-7-1-3-9-10-4-2-8(20-21(16,17)18)6-12(10)19-13(15)11(9)5-7/h1-6,14H,(H,16,17,18)",NA
"urolithin a glucuronide","FOBI:030571",NA,NA,NA,NA,NA,NA,NA
"urolithin a sulfate","FOBI:030572",NA,NA,NA,NA,NA,NA,NA
"urolithin b","FOBI:030573",NA,NA,NA,"5380406","WXUQMTRHPNOXBV-UHFFFAOYSA-N","InChI=1S/C13H8O3/c14-8-5-6-10-9-3-1-2-4-11(9)13(15)16-12(10)7-8/h1-7,14H","4528673"
"urolithin b glucuronide","FOBI:030574",NA,NA,NA,"101495881","MHBWCULXQBVPQT-KSPMYQCISA-N","InChI=1S/C19H16O9/c20-13-14(21)16(17(23)24)28-19(15(13)22)26-8-5-6-10-9-3-1-2-4-11(9)18(25)27-12(10)7-8/h1-7,13-16,19-22H,(H,23,24)/t13-,14-,15+,16-,19+/m0/s1",NA
"urolithin b sulfate","FOBI:030575",NA,NA,NA,NA,"LRRVKQQFGIEMSA-UHFFFAOYSA-N","InChI=1S/C13H8O6S/c14-13-11-4-2-1-3-9(11)10-6-5-8(7-12(10)18-13)19-20(15,16)17/h1-7H,(H,15,16,17)",NA
"urolithin c","FOBI:030576",NA,NA,NA,"60198001","HHXMEXZVPJFAIJ-UHFFFAOYSA-N","InChI=1S/C13H8O5/c14-6-1-2-7-8-4-10(15)11(16)5-9(8)13(17)18-12(7)3-6/h1-5,14-16H",NA
"urolithin c glucuronide","FOBI:030577",NA,NA,NA,NA,NA,NA,NA
"urolithin c sulfate","FOBI:030578",NA,NA,NA,NA,NA,NA,NA
"vanillic acid","FOBI:030343","HMDB00484","C06672","CHEBI:30816","8468","WKOLLVMJNQIZCI-UHFFFAOYSA-N","InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)","15694084"
"vanillic acid glucuronide","FOBI:030344",NA,NA,NA,NA,"BSTDQIXKAVCPLC-JLERCCTOSA-N","InChI=1S/C14H16O10/c1-22-7-4-5(2-3-6(7)15)13(21)24-14-10(18)8(16)9(17)11(23-14)12(19)20/h2-4,8-11,14-18H,1H3,(H,19,20)/t8-,9-,10+,11-,14?/m0/s1",NA
"vanillic acid sulfate","FOBI:030345",NA,NA,NA,"382946","TXRKUXPAEPOCIX-UHFFFAOYSA-N","InChI=1S/C8H8O7S/c1-14-7-4-5(8(9)10)2-3-6(7)15-16(11,12)13/h2-4H,1H3,(H,9,10)(H,11,12,13)",NA
"vanillin","FOBI:030457","HMDB12308","C00755 | D00091","CHEBI:18346","1183","MWOOGOJBHIARFG-UHFFFAOYSA-N","InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3","13860434"
"vanillin glucuronide","FOBI:030458",NA,NA,NA,NA,"FHLOUKKMIKQAHL-BYNIDDHOSA-N","InChI=1S/C14H16O9/c1-21-8-4-6(5-15)2-3-7(8)22-14-11(18)9(16)10(17)12(23-14)13(19)20/h2-5,9-12,14,16-18H,1H3,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1",NA
"vanillin sulfate","FOBI:030459",NA,NA,NA,"20822599","OUIKMDRGUNIXSP-UHFFFAOYSA-N","InChI=1S/C8H8O6S/c1-13-8-4-6(5-9)2-3-7(8)14-15(10,11)12/h2-5H,1H3,(H,10,11,12)",NA
"vanilloylglycine","FOBI:030675",NA,NA,NA,"3083688","LOODYTDRRBLQNH-UHFFFAOYSA-N","InChI=1S/C10H11NO5/c1-16-8-4-6(2-3-7(8)12)10(15)11-5-9(13)14/h2-4,12H,5H2,1H3,(H,11,15)(H,13,14)","2340857"
"zeaxanthin","FOBI:030750","HMDB02789","C06098","CHEBI:27547","5280899","JKQXZKUSFCKOGQ-QAYBQHTQSA-N","InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-24,35-36,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36-/m1/s1","4444421"
"α-carotene","FOBI:030746",NA,NA,"CHEBI:35147","6419725","ANVAOWXLWRTKGA-NTXLUARGSA-N","InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-23,25-28,37H,15-16,24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+/t37-/m0/s1","4925358"
"α-chaconine","FOBI:030714",NA,"C10796","CHEBI:10219","442971","TYNQWWGVEGFKRU-AJDPQWBVSA-N","InChI=1S/C45H73NO14/c1-19-7-10-28-20(2)31-29(46(28)17-19)16-27-25-9-8-23-15-24(11-13-44(23,5)26(25)12-14-45(27,31)6)57-43-40(60-42-37(53)35(51)33(49)22(4)56-42)38(54)39(30(18-47)58-43)59-41-36(52)34(50)32(48)21(3)55-41/h8,19-22,24-43,47-54H,7,9-18H2,1-6H3/t19-,20+,21-,22-,24-,25+,26-,27-,28+,29-,30+,31-,32-,33-,34+,35+,36+,37+,38-,39+,40+,41-,42-,43+,44-,45-/m0/s1","391274"
"α-linolenic acid","FOBI:030740","HMDB01388","C06427","CHEBI:27432","5280934","DTOSIQBPPRVQHS-PDBXOOCHSA-N","InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-","4444437"
"α-solanine","FOBI:030715",NA,NA,NA,"262500","ZGVSETXHNHBTRK-UHFFFAOYSA-N","InChI=1S/C45H73NO15/c1-19-6-9-27-20(2)31-28(46(27)16-19)15-26-24-8-7-22-14-23(10-12-44(22,4)25(24)11-13-45(26,31)5)57-43-40(61-41-37(54)35(52)32(49)21(3)56-41)39(34(51)30(18-48)59-43)60-42-38(55)36(53)33(50)29(17-47)58-42/h7,19-21,23-43,47-55H,6,8-18H2,1-5H3","230519"
"β-alanine","FOBI:030691","HMDB00056","C00099 | D07561","CHEBI:16958 | CHEBI:57966","239 | 4755801","UCMIRNVEIXFBKS-UHFFFAOYSA-N","InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)","16382018 | 234"
"β-carotene","FOBI:030747","HMDB00561","C02094","CHEBI:17579","5280489","OENHQHLEOONYIE-JLTXGRSLSA-N","InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+","4444129"
"β-cryptoxanthin","FOBI:030754",NA,"C08591","CHEBI:10362","5281235","DMASLKHVQRHNES-FKKUPVFPSA-N","InChI=1S/C40H56O/c1-30(18-13-20-32(3)23-25-37-34(5)22-15-27-39(37,7)8)16-11-12-17-31(2)19-14-21-33(4)24-26-38-35(6)28-36(41)29-40(38,9)10/h11-14,16-21,23-26,36,41H,15,22,27-29H2,1-10H3/b12-11+,18-13+,19-14+,25-23+,26-24+,30-16+,31-17+,32-20+,33-21+/t36-/m1/s1","4444647"
"4-hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid","FOBI:08803",NA,NA,NA,NA,"QKRQBODPNMXFLS-QMMMGPOBSA-N","InChI=1S/C11H14O5/c12-8(1-2-11(15)16)3-7-4-9(13)6-10(14)5-7/h4-6,8,12-14H,1-3H2,(H,15,16)/t8-/m0/s1",NA
"4-hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid glucuronide","FOBI:08804",NA,NA,NA,NA,"WLNKHXJGCCKROC-ZWLNVBLQSA-N","InChI=1S/C17H22O11/c18-8(1-2-11(20)21)3-7-4-9(19)6-10(5-7)27-17-14(24)12(22)13(23)15(28-17)16(25)26/h4-6,8,12-15,17-19,22-24H,1-3H2,(H,20,21)(H,25,26)/t8?,12-,13?,14?,15-,17+/m0/s1",NA
"4-hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid sulfate","FOBI:08805",NA,NA,NA,NA,"KZIXDBSFYKKBMP-UHFFFAOYSA-N","InChI=1S/C11H14O8S/c12-8(1-2-11(14)15)3-7-4-9(13)6-10(5-7)19-20(16,17)18/h4-6,8,12-13H,1-3H2,(H,14,15)(H,16,17,18)",NA
"3,4-dihydroxyphenylvaleric acid","FOBI:08806",NA,NA,NA,"49831816","KTDWBJGUMIZRHU-UHFFFAOYSA-N","InChI=1S/C11H14O4/c12-9-6-5-8(7-10(9)13)3-1-2-4-11(14)15/h5-7,12-13H,1-4H2,(H,14,15)",NA
"3,4-dihydroxyphenylvaleric acid 3 glucuronide","FOBI:08807",NA,NA,NA,NA,"PFXCVFMGZFVRNQ-IASGZQPQSA-N","InChI=1S/C17H22O10/c18-9-6-5-8(3-1-2-4-11(19)20)7-10(9)26-17-14(23)12(21)13(22)15(27-17)16(24)25/h5-7,12-15,17-18,21-23H,1-4H2,(H,19,20)(H,24,25)/t12-,13?,14?,15-,17+/m0/s1",NA
"3,4-dihydroxyphenylvaleric acid 3 sulfate","FOBI:08808",NA,NA,NA,NA,"OUPGXCOAIUBOQD-UHFFFAOYSA-N","InChI=1S/C11H14O7S/c12-9-6-5-8(3-1-2-4-11(13)14)7-10(9)18-19(15,16)17/h5-7,12H,1-4H2,(H,13,14)(H,15,16,17)",NA
"3,4-dihydroxyphenylvaleric acid 4 glucuronide","FOBI:08809",NA,NA,NA,NA,"UGIYSEJJABCPSW-NQKOESPWSA-N","InChI=1S/C17H22O10/c18-9-7-8(3-1-2-4-11(19)20)5-6-10(9)26-17-14(23)12(21)13(22)15(27-17)16(24)25/h5-7,12-15,17-18,21-23H,1-4H2,(H,19,20)(H,24,25)/t12-,13?,14?,15-,17+/m1/s1",NA
"3,4-dihydroxyphenylvaleric acid 4 sulfate","FOBI:08810",NA,NA,NA,NA,"CABZBRSEXWBGOQ-UHFFFAOYSA-N","InChI=1S/C11H14O7S/c12-9-7-8(3-1-2-4-11(13)14)5-6-10(9)18-19(15,16)17/h5-7,12H,1-4H2,(H,13,14)(H,15,16,17)",NA
"3,5-dihydroxyphenylvaleric acid","FOBI:08811",NA,NA,NA,NA,"QHXNJIMVPAFCPR-UHFFFAOYSA-N","InChI=1S/C11H14O4/c12-9-5-8(6-10(13)7-9)3-1-2-4-11(14)15/h5-7,12-13H,1-4H2,(H,14,15)",NA
