"MetaboliteName","FBOnto","HMDB","KEGG","ChEBI","PubChem_CID","InChIKey","InChI_Code","ChemSpider"
"syringic acid glucuronide","FB_030350",NA,NA,NA,NA,"WOGNQDHJFYPQMD-YGMDGNCASA-N","InChI=1S/C15H18O11/c1-23-6-3-5(13(19)20)4-7(24-2)11(6)25-15-10(18)8(16)9(17)12(26-15)14(21)22/h3-4,8-10,12,15-18H,1-2H3,(H,19,20)(H,21,22)/t8-,9-,10+,12-,15+/m0/s1",NA
"syringic acid sulfate","FB_030351",NA,NA,NA,NA,"RUXRRHGJTRVOSL-UHFFFAOYSA-N","InChI=1S/C9H10O8S/c1-15-6-3-5(9(10)11)4-7(16-2)8(6)17-18(12,13)14/h3-4H,1-2H3,(H,10,11)(H,12,13,14)",NA
"tartaric acid","FB_030630","HMDB00956","C00898 | D00103","CHEBI:15671","444305","FEWJPZIEWOKRBE-JCYAYHJZSA-N","InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m1/s1",NA
"taurine","FB_030709","HMDB00251","C00245 | D00047","CHEBI:15891 | CHEBI:507393","1123 | 4068592","XOAAWQZATWQOTB-UHFFFAOYSA-N","InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)","10675782 | 1091"
"theaflavin","FB_030491","HMDB05788",NA,NA,"22833651","MKTFRRIBCBTOKJ-CRFHJIRQSA-N","InChI=1S/C29H24O12/c30-12-4-17(32)14-8-20(35)28(40-22(14)6-12)11-1-10-2-16(25(37)27(39)24(10)26(38)19(34)3-11)29-21(36)9-15-18(33)5-13(31)7-23(15)41-29/h1-7,20-21,28-33,35-37,39H,8-9H2,(H,34,38)/t20-,21-,28-,29-/m1/s1","17216345"
"theobromine","FB_030657","HMDB02825","C07480","CHEBI:28946","5429","YAPQBXQYLJRXSA-UHFFFAOYSA-N","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)","11181178"
"theophylline","FB_030656","HMDB01889","C07130 | D00371","CHEBI:28177","2153","ZFXYFBGIUFBOJW-UHFFFAOYSA-N","InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",NA
"tomatidine","FB_030717",NA,"C10826","CHEBI:9629","65576","XYNPYHXGMWJBLV-VXPJTDKGSA-N","InChI=1S/C27H45NO2/c1-16-7-12-27(28-15-16)17(2)24-23(30-27)14-22-20-6-5-18-13-19(29)8-10-25(18,3)21(20)9-11-26(22,24)4/h16-24,28-29H,5-15H2,1-4H3/t16-,17-,18-,19-,20+,21-,22-,23-,24-,25-,26-,27-/m0/s1","59019"
"trans-piceid","FB_030605",NA,"C10275","CHEBI:8198","5281718","HSTZMXCBWJGKHG-CUYWLFDKSA-N","InChI=1S/C20H22O8/c21-10-16-17(24)18(25)19(26)20(28-16)27-15-8-12(7-14(23)9-15)2-1-11-3-5-13(22)6-4-11/h1-9,16-26H,10H2/b2-1+/t16-,17-,18+,19-,20-/m1/s1","4445034"
"trans-resveratrol","FB_030590","HMDB03747","C03582","CHEBI:27881","445154","LUKBXSAWLPMMSZ-OWOJBTEDSA-N","InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+","392875"
"trans-resveratrol 3-glucuronide","FB_030592",NA,NA,NA,"5273285","QWSAYEBSTMCFKY-OTPOQTMVSA-N","InChI=1S/C20H20O9/c21-12-5-3-10(4-6-12)1-2-11-7-13(22)9-14(8-11)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-9,15-18,20-25H,(H,26,27)/b2-1+/t15-,16-,17+,18-,20+/m0/s1","4437760"
"trans-resveratrol 3-sulfate","FB_030596",NA,NA,"CHEBI:84040","25113755","DULQFFCIVGYOFH-OWOJBTEDSA-N","InChI=1S/C14H12O6S/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(8-11)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1+",NA
"trans-resveratrol 4'-glucuronide","FB_030593",NA,NA,NA,"5273284","CDEBVTGYVFHDMA-OTPOQTMVSA-N","InChI=1S/C20H20O9/c21-12-7-11(8-13(22)9-12)2-1-10-3-5-14(6-4-10)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-9,15-18,20-25H,(H,26,27)/b2-1+/t15-,16-,17+,18-,20+/m0/s1","4437759"
"trans-resveratrol 4'-sulfate","FB_030597",NA,NA,NA,"29986833","KOTTWDFKZULRPN-OWOJBTEDSA-N","InChI=1S/C14H12O6S/c15-12-7-11(8-13(16)9-12)2-1-10-3-5-14(6-4-10)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1+",NA
"trigonelline","FB_030712","HMDB00875","C01004","CHEBI:18123","5570","WWNNZCOKKKDOPX-UHFFFAOYSA-N","InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3",NA
"trimethylamine n-oxide","FB_030711","HMDB00925","C01104","CHEBI:15724","1145","UYPYRKYUKCHHIB-UHFFFAOYSA-N","InChI=1S/C3H9NO/c1-4(2,3)5/h1-3H3","1113"
"tyrosol","FB_030579","HMDB04284","C06044","CHEBI:1879","10393","YCCILVSKPBXVIP-UHFFFAOYSA-N","InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2",NA
"tyrosol glucuronide","FB_030580",NA,NA,NA,NA,"HEIHXCBRTPYOMU-BYNIDDHOSA-N","InChI=1S/C14H18O8/c15-6-5-7-1-3-8(4-2-7)21-14-11(18)9(16)10(17)12(22-14)13(19)20/h1-4,9-12,14-18H,5-6H2,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1",NA
"tyrosol sulfate","FB_030581",NA,NA,NA,NA,"VCRXMIQBQGCAAL-UHFFFAOYSA-N","InChI=1S/C8H10O5S/c9-6-5-7-1-3-8(4-2-7)13-14(10,11)12/h1-4,9H,5-6H2,(H,10,11,12)",NA
"umbelliferone glucuronide","FB_030526",NA,NA,NA,"125641","PRYLPCLGPXGILY-DKBOKBLXSA-N","InChI=1S/C15H14O9/c16-9-4-2-6-1-3-7(5-8(6)23-9)22-15-12(19)10(17)11(18)13(24-15)14(20)21/h1-5,10-13,15,17-19H,(H,20,21)/t10-,11-,12+,13-,15+/m0/s1",NA
"umbelliferone sulfate","FB_030527",NA,NA,NA,NA,"LJOOSFYJELZGMR-UHFFFAOYSA-M","InChI=1S/C9H6O6S/c10-9-4-2-6-1-3-7(5-8(6)14-9)15-16(11,12)13/h1-5H,(H,11,12,13)/p-1",NA
"urolithin a","FB_030570",NA,NA,NA,"5488186","RIUPLDUFZCXCHM-UHFFFAOYSA-N","InChI=1S/C13H8O4/c14-7-1-3-9-10-4-2-8(15)6-12(10)17-13(16)11(9)5-7/h1-6,14-15H","4589709"
"urolithin a 3-glucuronide","FB_08706",NA,NA,NA,"102579638","KXBXNRJGUDTJQS-KSPMYQCISA-N","InChI=1S/C19H16O10/c20-7-1-3-9-10-4-2-8(6-12(10)28-18(26)11(9)5-7)27-19-15(23)13(21)14(22)16(29-19)17(24)25/h1-6,13-16,19-23H,(H,24,25)/t13-,14-,15+,16-,19+/m0/s1",NA
"urolithin a 3-sulfate","FB_08708",NA,NA,NA,NA,"WMPNAWQWWZFJTQ-UHFFFAOYSA-N","InChI=1S/C13H8O7S/c14-7-1-3-9-10-4-2-8(20-21(16,17)18)6-12(10)19-13(15)11(9)5-7/h1-6,14H,(H,16,17,18)",NA
"urolithin a 8-glucuronide","FB_08707",NA,NA,NA,"131708293","QMPHAAMUHRNZSL-KSPMYQCISA-N","InChI=1S/C19H16O10/c20-7-1-3-10-9-4-2-8(6-11(9)18(26)28-12(10)5-7)27-19-15(23)13(21)14(22)16(29-19)17(24)25/h1-6,13-16,19-23H,(H,24,25)/t13-,14-,15+,16-,19+/m0/s1",NA
"urolithin a 8-sulfate","FB_08709",NA,NA,NA,NA,NA,NA,NA
"urolithin a glucuronide","FB_030571",NA,NA,NA,NA,NA,NA,NA
"urolithin a sulfate","FB_030572",NA,NA,NA,NA,NA,NA,NA
"urolithin b","FB_030573",NA,NA,NA,"5380406","WXUQMTRHPNOXBV-UHFFFAOYSA-N","InChI=1S/C13H8O3/c14-8-5-6-10-9-3-1-2-4-11(9)13(15)16-12(10)7-8/h1-7,14H","4528673"
"urolithin b glucuronide","FB_030574",NA,NA,NA,"101495881","MHBWCULXQBVPQT-KSPMYQCISA-N","InChI=1S/C19H16O9/c20-13-14(21)16(17(23)24)28-19(15(13)22)26-8-5-6-10-9-3-1-2-4-11(9)18(25)27-12(10)7-8/h1-7,13-16,19-22H,(H,23,24)/t13-,14-,15+,16-,19+/m0/s1",NA
"urolithin b sulfate","FB_030575",NA,NA,NA,NA,"LRRVKQQFGIEMSA-UHFFFAOYSA-N","InChI=1S/C13H8O6S/c14-13-11-4-2-1-3-9(11)10-6-5-8(7-12(10)18-13)19-20(15,16)17/h1-7H,(H,15,16,17)",NA
"urolithin c","FB_030576",NA,NA,NA,"60198001","HHXMEXZVPJFAIJ-UHFFFAOYSA-N","InChI=1S/C13H8O5/c14-6-1-2-7-8-4-10(15)11(16)5-9(8)13(17)18-12(7)3-6/h1-5,14-16H",NA
"urolithin c glucuronide","FB_030577",NA,NA,NA,NA,NA,NA,NA
"urolithin c sulfate","FB_030578",NA,NA,NA,NA,NA,NA,NA
"vanillic acid","FB_030343","HMDB00484","C06672","CHEBI:30816","8468","WKOLLVMJNQIZCI-UHFFFAOYSA-N","InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)","15694084"
"vanillic acid glucuronide","FB_030344",NA,NA,NA,NA,"BSTDQIXKAVCPLC-JLERCCTOSA-N","InChI=1S/C14H16O10/c1-22-7-4-5(2-3-6(7)15)13(21)24-14-10(18)8(16)9(17)11(23-14)12(19)20/h2-4,8-11,14-18H,1H3,(H,19,20)/t8-,9-,10+,11-,14?/m0/s1",NA
"vanillic acid sulfate","FB_030345",NA,NA,NA,"382946","TXRKUXPAEPOCIX-UHFFFAOYSA-N","InChI=1S/C8H8O7S/c1-14-7-4-5(8(9)10)2-3-6(7)15-16(11,12)13/h2-4H,1H3,(H,9,10)(H,11,12,13)",NA
"vanillin","FB_030457","HMDB12308","C00755 | D00091","CHEBI:18346","1183","MWOOGOJBHIARFG-UHFFFAOYSA-N","InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3","13860434"
"vanillin glucuronide","FB_030458",NA,NA,NA,NA,"FHLOUKKMIKQAHL-BYNIDDHOSA-N","InChI=1S/C14H16O9/c1-21-8-4-6(5-15)2-3-7(8)22-14-11(18)9(16)10(17)12(23-14)13(19)20/h2-5,9-12,14,16-18H,1H3,(H,19,20)/t9-,10-,11+,12-,14+/m0/s1",NA
"vanillin sulfate","FB_030459",NA,NA,NA,"20822599","OUIKMDRGUNIXSP-UHFFFAOYSA-N","InChI=1S/C8H8O6S/c1-13-8-4-6(5-9)2-3-7(8)14-15(10,11)12/h2-5H,1H3,(H,10,11,12)",NA
"vanilloylglycine","FB_030675",NA,NA,NA,"3083688","LOODYTDRRBLQNH-UHFFFAOYSA-N","InChI=1S/C10H11NO5/c1-16-8-4-6(2-3-7(8)12)10(15)11-5-9(13)14/h2-4,12H,5H2,1H3,(H,11,15)(H,13,14)","2340857"
"zeaxanthin","FB_030750","HMDB02789","C06098","CHEBI:27547","5280899","JKQXZKUSFCKOGQ-QAYBQHTQSA-N","InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-24,35-36,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36-/m1/s1","4444421"
"α-carotene","FB_030746",NA,NA,"CHEBI:35147","6419725","ANVAOWXLWRTKGA-NTXLUARGSA-N","InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-23,25-28,37H,15-16,24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+/t37-/m0/s1","4925358"
"α-chaconine","FB_030714",NA,"C10796","CHEBI:10219","442971","TYNQWWGVEGFKRU-AJDPQWBVSA-N","InChI=1S/C45H73NO14/c1-19-7-10-28-20(2)31-29(46(28)17-19)16-27-25-9-8-23-15-24(11-13-44(23,5)26(25)12-14-45(27,31)6)57-43-40(60-42-37(53)35(51)33(49)22(4)56-42)38(54)39(30(18-47)58-43)59-41-36(52)34(50)32(48)21(3)55-41/h8,19-22,24-43,47-54H,7,9-18H2,1-6H3/t19-,20+,21-,22-,24-,25+,26-,27-,28+,29-,30+,31-,32-,33-,34+,35+,36+,37+,38-,39+,40+,41-,42-,43+,44-,45-/m0/s1","391274"
"α-linolenic acid","FB_030740","HMDB01388","C06427","CHEBI:27432","5280934","DTOSIQBPPRVQHS-PDBXOOCHSA-N","InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-","4444437"
"α-solanine","FB_030715",NA,NA,NA,"262500","ZGVSETXHNHBTRK-UHFFFAOYSA-N","InChI=1S/C45H73NO15/c1-19-6-9-27-20(2)31-28(46(27)16-19)15-26-24-8-7-22-14-23(10-12-44(22,4)25(24)11-13-45(26,31)5)57-43-40(61-41-37(54)35(52)32(49)21(3)56-41)39(34(51)30(18-48)59-43)60-42-38(55)36(53)33(50)29(17-47)58-42/h7,19-21,23-43,47-55H,6,8-18H2,1-5H3","230519"
"β-alanine","FB_030691","HMDB00056","C00099 | D07561","CHEBI:16958 | CHEBI:57966","239 | 4755801","UCMIRNVEIXFBKS-UHFFFAOYSA-N","InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)","16382018 | 234"
"β-carotene","FB_030747","HMDB00561","C02094","CHEBI:17579","5280489","OENHQHLEOONYIE-JLTXGRSLSA-N","InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+","4444129"
"β-cryptoxanthin","FB_030754",NA,"C08591","CHEBI:10362","5281235","DMASLKHVQRHNES-FKKUPVFPSA-N","InChI=1S/C40H56O/c1-30(18-13-20-32(3)23-25-37-34(5)22-15-27-39(37,7)8)16-11-12-17-31(2)19-14-21-33(4)24-26-38-35(6)28-36(41)29-40(38,9)10/h11-14,16-21,23-26,36,41H,15,22,27-29H2,1-10H3/b12-11+,18-13+,19-14+,25-23+,26-24+,30-16+,31-17+,32-20+,33-21+/t36-/m1/s1","4444647"
"4-hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid","FB_08803",NA,NA,NA,NA,"QKRQBODPNMXFLS-QMMMGPOBSA-N","InChI=1S/C11H14O5/c12-8(1-2-11(15)16)3-7-4-9(13)6-10(14)5-7/h4-6,8,12-14H,1-3H2,(H,15,16)/t8-/m0/s1",NA
"4-hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid glucuronide","FB_08804",NA,NA,NA,NA,NA,NA,NA
"4-hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid sulfate","FB_08805",NA,NA,NA,NA,NA,NA,NA
"3,4-dihydroxyphenylvaleric acid","FB_08806",NA,NA,NA,"49831816","KTDWBJGUMIZRHU-UHFFFAOYSA-N","InChI=1S/C11H14O4/c12-9-6-5-8(7-10(9)13)3-1-2-4-11(14)15/h5-7,12-13H,1-4H2,(H,14,15)",NA
"3,4-dihydroxyphenylvaleric acid 3 glucuronide","FB_08807",NA,NA,NA,NA,NA,NA,NA
"3,4-dihydroxyphenylvaleric acid 3 sulfate","FB_08808",NA,NA,NA,NA,NA,NA,NA
"3,4-dihydroxyphenylvaleric acid 4 glucuronide","FB_08809",NA,NA,NA,NA,NA,NA,NA
"3,4-dihydroxyphenylvaleric acid 4 sulfate","FB_08810",NA,NA,NA,NA,NA,NA,NA
"3,5-dihydroxyphenylvaleric acid","FB_08811",NA,NA,NA,NA,"QHXNJIMVPAFCPR-UHFFFAOYSA-N","InChI=1S/C11H14O4/c12-9-5-8(6-10(13)7-9)3-1-2-4-11(14)15/h5-7,12-13H,1-4H2,(H,14,15)",NA
"3,5-dihydroxyphenylvaleric acid glucuronide","FB_08812",NA,NA,NA,NA,NA,NA,NA
"3,5-dihydroxyphenylvaleric acid sulfate","FB_08813",NA,NA,NA,NA,NA,NA,NA
"3,5-dihydroxycinnamic acid","FB_08814",NA,NA,NA,"6443769","MFFCZSWTQMCKFP-OWOJBTEDSA-N","InChI=1S/C9H8O4/c10-7-3-6(1-2-9(12)13)4-8(11)5-7/h1-5,10-11H,(H,12,13)/b2-1+","4947733"
"3,5-dihydroxycinnamic acid glucuronide","FB_08815",NA,NA,NA,NA,NA,NA,NA
"3,5-dihydroxycinnamic acid sulfate","FB_08816",NA,NA,NA,NA,NA,NA,NA
"n-(3,5-dihydroxybenzoyl)glycine","FB_08817",NA,NA,NA,"71389989","RJGLFRQXIDISBX-UHFFFAOYSA-N","InChI=1S/C9H9NO5/c11-6-1-5(2-7(12)3-6)9(15)10-4-8(13)14/h1-3,11-12H,4H2,(H,10,15)(H,13,14)",NA
"alanine betaine","FB_08818",NA,NA,NA,"78265175","CJKONRHMUGBAQI-YFKPBYRVSA-N","InChI=1S/C6H13NO2/c1-5(6(8)9)7(2,3)4/h5H,1-4H3/t5-/m0/s1",NA
"valine betaine","FB_08819",NA,NA,NA,NA,"REWYJJRDEOKNBQ-ZETCQYMHSA-O","InChI=1S/C8H17NO2/c1-6(2)7(8(10)11)9(3,4)5/h6-7H,1-5H3/p+1/t7-/m0/s1",NA
"phenylalanine betaine","FB_08820",NA,NA,NA,"25837691","XTFQIRIHLGODFV-NSHDSACASA-N","InChI=1S/C12H17NO2/c1-13(2,3)11(12(14)15)9-10-7-5-4-6-8-10/h4-8,11H,9H2,1-3H3/t11-/m0/s1",NA
"pipecolic acid betaine","FB_08821",NA,NA,NA,"441447","XULZWQRXYTVUTE-ZETCQYMHSA-N","InChI=1S/C8H15NO2/c1-9(2)6-4-3-5-7(9)8(10)11/h7H,3-6H2,1-2H3/t7-/m0/s1","390180"
"phytic acid","FB_08822","HMDB03502",NA,NA,"890","IMQLKJBTEOYOSI-UHFFFAOYSA-N","InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)","866"
"phytanic acid","FB_08823","HMDB00801","C01607","CHEBI:16285","26840","RLCKHJSFHOZMDR-UHFFFAOYSA-N","InChI=1S/C20H40O2/c1-16(2)9-6-10-17(3)11-7-12-18(4)13-8-14-19(5)15-20(21)22/h16-19H,6-15H2,1-5H3,(H,21,22)","25001"
"elaidic acid","FB_08824",NA,"C01712","CHEBI:27997","637517","ZQPPMHVWECSIRJ-MDZDMXLPSA-N","InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+","14881358 | 553123"
"vaccenic acid","FB_08825",NA,"C08367","CHEBI:28727 | CHEBI:36023","5281127","UWHZIFQPPBDJPM-BQYQJAHWSA-N","InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)/b8-7+","4444571"
"rumenic acid","FB_08826","HMDB03797","C04056","CHEBI:32798","5280644","JBYXPOFIGCOSSB-GOJKSUSPSA-N","InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)/b8-7+,10-9-","4444245"
"2-hydroxyhippuric acid","FB_08827","HMDB00840","C07588","CHEBI:9008","10253","ONJSZLXSECQROL-UHFFFAOYSA-N","InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)",NA
"4-hydroxyproline","FB_08828","HMDB00725","C01157","CHEBI:18095 | CHEBI:58375","5810 | 6971053","PMMYEEVYMWASQN-DMTCNVIQSA-N","InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1",NA
