"metabolite","food"
"4-methylgallic acid 3-glucuronide","''cacao food product''"
"4-methylgallic acid 3-glucuronide","''tea based beverage product''"
"4-methylgallic acid 3-glucuronide","''olive oil''"
"4-methylgallic acid 3-glucuronide","''legume food product''"
"3-methylgallic acid 4-sulfate","''nut (whole or part)''"
"3-methylgallic acid 4-sulfate","''plant fruit food product''"
"3-methylgallic acid 4-sulfate","''vegetable food product''"
"3-methylgallic acid 4-sulfate","''Whole grain cereal products''"
"3-methylgallic acid 4-sulfate","''coffee based beverage product''"
"3-methylgallic acid 4-sulfate","''tea based beverage product''"
"3-methylgallic acid 4-sulfate","''cacao food product''"
"3-methylgallic acid 4-sulfate","''olive oil''"
"3-methylgallic acid 4-sulfate","''red wine''"
"3-methylgallic acid 4-sulfate","''legume food product''"
"3-methylgallic acid 5-sulfate","''legume food product''"
"3-methylgallic acid 5-sulfate","''plant fruit food product''"
"3-methylgallic acid 5-sulfate","''vegetable food product''"
"3-methylgallic acid 5-sulfate","''coffee based beverage product''"
"3-methylgallic acid 5-sulfate","''tea based beverage product''"
"3-methylgallic acid 5-sulfate","''cacao food product''"
"3-methylgallic acid 5-sulfate","''Whole grain cereal products''"
"3-methylgallic acid 5-sulfate","''red wine''"
"3-methylgallic acid 5-sulfate","''olive oil''"
"3-methylgallic acid 5-sulfate","''nut (whole or part)''"
"4-methylgallic acid 3-sulfate","''plant fruit food product''"
"4-methylgallic acid 3-sulfate","''legume food product''"
"4-methylgallic acid 3-sulfate","''vegetable food product''"
"4-methylgallic acid 3-sulfate","''coffee based beverage product''"
"4-methylgallic acid 3-sulfate","''tea based beverage product''"
"4-methylgallic acid 3-sulfate","''cacao food product''"
"4-methylgallic acid 3-sulfate","''olive oil''"
"4-methylgallic acid 3-sulfate","''Whole grain cereal products''"
"4-methylgallic acid 3-sulfate","''nut (whole or part)''"
"4-methylgallic acid 3-sulfate","''red wine''"
"1-methylpyrogallol 2-glucuronide","''legume food product''"
"1-methylpyrogallol 2-glucuronide","''vegetable food product''"
"1-methylpyrogallol 2-glucuronide","''coffee based beverage product''"
"1-methylpyrogallol 2-glucuronide","''tea based beverage product''"
"1-methylpyrogallol 2-glucuronide","''cacao food product''"
"1-methylpyrogallol 2-glucuronide","''nut (whole or part)''"
"1-methylpyrogallol 2-glucuronide","''red wine''"
"1-methylpyrogallol 2-glucuronide","''Whole grain cereal products''"
"1-methylpyrogallol 2-glucuronide","''plant fruit food product''"
"1-methylpyrogallol 2-glucuronide","''olive oil''"
"1-methylpyrogallol 3-glucuronide","''legume food product''"
"1-methylpyrogallol 3-glucuronide","''vegetable food product''"
"1-methylpyrogallol 3-glucuronide","''red wine''"
"1-methylpyrogallol 3-glucuronide","''coffee based beverage product''"
"1-methylpyrogallol 3-glucuronide","''nut (whole or part)''"
"1-methylpyrogallol 3-glucuronide","''tea based beverage product''"
"1-methylpyrogallol 3-glucuronide","''cacao food product''"
"1-methylpyrogallol 3-glucuronide","''plant fruit food product''"
"1-methylpyrogallol 3-glucuronide","''olive oil''"
"1-methylpyrogallol 3-glucuronide","''Whole grain cereal products''"
"2-methylpyrogallol 1-glucuronide","''olive oil''"
"2-methylpyrogallol 1-glucuronide","''legume food product''"
"2-methylpyrogallol 1-glucuronide","''vegetable food product''"
"2-methylpyrogallol 1-glucuronide","''Whole grain cereal products''"
"2-methylpyrogallol 1-glucuronide","''red wine''"
"2-methylpyrogallol 1-glucuronide","''nut (whole or part)''"
"2-methylpyrogallol 1-glucuronide","''coffee based beverage product''"
"2-methylpyrogallol 1-glucuronide","''plant fruit food product''"
"2-methylpyrogallol 1-glucuronide","''cacao food product''"
"2-methylpyrogallol 1-glucuronide","''tea based beverage product''"
"1-methylpyrogallol 2-sulfate","''olive oil''"
"1-methylpyrogallol 2-sulfate","''legume food product''"
"1-methylpyrogallol 2-sulfate","''vegetable food product''"
"1-methylpyrogallol 2-sulfate","''Whole grain cereal products''"
"1-methylpyrogallol 2-sulfate","''nut (whole or part)''"
"1-methylpyrogallol 2-sulfate","''red wine''"
"1-methylpyrogallol 2-sulfate","''plant fruit food product''"
"1-methylpyrogallol 2-sulfate","''coffee based beverage product''"
"1-methylpyrogallol 2-sulfate","''cacao food product''"
"1-methylpyrogallol 2-sulfate","''tea based beverage product''"
"1-methylpyrogallol 3-sulfate","''tea based beverage product''"
"1-methylpyrogallol 3-sulfate","''cacao food product''"
"1-methylpyrogallol 3-sulfate","''olive oil''"
"1-methylpyrogallol 3-sulfate","''legume food product''"
"1-methylpyrogallol 3-sulfate","''vegetable food product''"
"1-methylpyrogallol 3-sulfate","''nut (whole or part)''"
"1-methylpyrogallol 3-sulfate","''Whole grain cereal products''"
"1-methylpyrogallol 3-sulfate","''red wine''"
"1-methylpyrogallol 3-sulfate","''plant fruit food product''"
"1-methylpyrogallol 3-sulfate","''coffee based beverage product''"
"2-methylpyrogallol 1-sulfate","''vegetable food product''"
"2-methylpyrogallol 1-sulfate","''Whole grain cereal products''"
"2-methylpyrogallol 1-sulfate","''olive oil''"
"2-methylpyrogallol 1-sulfate","''coffee based beverage product''"
"2-methylpyrogallol 1-sulfate","''tea based beverage product''"
"2-methylpyrogallol 1-sulfate","''cacao food product''"
"2-methylpyrogallol 1-sulfate","''plant fruit food product''"
"2-methylpyrogallol 1-sulfate","''legume food product''"
"2-methylpyrogallol 1-sulfate","''nut (whole or part)''"
"2-methylpyrogallol 1-sulfate","''red wine''"
"naringenin 4-glucuronide","''citrus fruit food product''"
"naringenin 4-glucuronide","''tomato (whole, raw)''"
"naringenin 5-glucuronide","''citrus fruit food product''"
"naringenin 5-glucuronide","''tomato (whole, raw)''"
"naringenin 4-sulfate","''tomato (whole, raw)''"
"naringenin 4-sulfate","''citrus fruit food product''"
"naringenin 5-sulfate","''tomato (whole, raw)''"
"naringenin 5-sulfate","''citrus fruit food product''"
"naringenin 7-sulfate","''tomato (whole, raw)''"
"naringenin 7-sulfate","''citrus fruit food product''"
"urolithin a 3-glucuronide","''nut (whole or part)''"
"urolithin a 3-glucuronide","''red wine''"
"urolithin a 3-glucuronide","''berry (whole, raw)''"
"urolithin a 8-glucuronide","''nut (whole or part)''"
"urolithin a 8-glucuronide","''red wine''"
"urolithin a 8-glucuronide","''berry (whole, raw)''"
"urolithin a 3-sulfate","''nut (whole or part)''"
"urolithin a 3-sulfate","''red wine''"
"urolithin a 3-sulfate","''berry (whole, raw)''"
"urolithin a 8-sulfate","''red wine''"
"urolithin a 8-sulfate","''berry (whole, raw)''"
"urolithin a 8-sulfate","''nut (whole or part)''"
"5-(4’-hydroxyphenyl)-γ-valerolactone 4-glucuronide","''berry (whole, raw)''"
"5-(4’-hydroxyphenyl)-γ-valerolactone 4-glucuronide","''tea based beverage product''"
"5-(4’-hydroxyphenyl)-γ-valerolactone 4-glucuronide","''cacao food product''"
"5-(4’-hydroxyphenyl)-γ-valerolactone 4-glucuronide","''apple (whole)''"
"5-(4’-hydroxyphenyl)-γ-valerolactone 4-glucuronide","''nut (whole or part)''"
"5-(4’-hydroxyphenyl)-γ-valerolactone 4-glucuronide","''red wine''"
"5-(4’-hydroxyphenyl)-γ-valerolactone","''red wine''"
"5-(4’-hydroxyphenyl)-γ-valerolactone","''berry (whole, raw)''"
"5-(4’-hydroxyphenyl)-γ-valerolactone","''apple (whole)''"
"5-(4’-hydroxyphenyl)-γ-valerolactone","''cacao food product''"
"5-(4’-hydroxyphenyl)-γ-valerolactone","''tea based beverage product''"
"5-(4’-hydroxyphenyl)-γ-valerolactone","''nut (whole or part)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid","''berry (whole, raw)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid","''red wine''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid","''apple (whole)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid","''nut (whole or part)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid","''tea based beverage product''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid","''cacao food product''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid glucuronide","''berry (whole, raw)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid glucuronide","''red wine''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid glucuronide","''apple (whole)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid glucuronide","''nut (whole or part)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid glucuronide","''tea based beverage product''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid glucuronide","''cacao food product''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid sulfate","''berry (whole, raw)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid sulfate","''apple (whole)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid sulfate","''nut (whole or part)''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid sulfate","''red wine''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid sulfate","''tea based beverage product''"
"4-hydroxy-5-(3,5-dihydroxyphenyl)-valeric acid sulfate","''cacao food product''"
"3,4-dihydroxyphenylvaleric acid","''tea based beverage product''"
"3,4-dihydroxyphenylvaleric acid","''cacao food product''"
"3,4-dihydroxyphenylvaleric acid","''apple (whole)''"
"3,4-dihydroxyphenylvaleric acid","''berry (whole, raw)''"
"3,4-dihydroxyphenylvaleric acid","''nut (whole or part)''"
"3,4-dihydroxyphenylvaleric acid","''red wine''"
"3,4-dihydroxyphenylvaleric acid 3 glucuronide","''tea based beverage product''"
"3,4-dihydroxyphenylvaleric acid 3 glucuronide","''cacao food product''"
"3,4-dihydroxyphenylvaleric acid 3 glucuronide","''red wine''"
"3,4-dihydroxyphenylvaleric acid 3 glucuronide","''apple (whole)''"
"3,4-dihydroxyphenylvaleric acid 3 glucuronide","''nut (whole or part)''"
"3,4-dihydroxyphenylvaleric acid 3 glucuronide","''berry (whole, raw)''"
"3,4-dihydroxyphenylvaleric acid 3 sulfate","''cacao food product''"
"3,4-dihydroxyphenylvaleric acid 3 sulfate","''tea based beverage product''"
"3,4-dihydroxyphenylvaleric acid 3 sulfate","''red wine''"
"3,4-dihydroxyphenylvaleric acid 3 sulfate","''apple (whole)''"
"3,4-dihydroxyphenylvaleric acid 3 sulfate","''nut (whole or part)''"
"3,4-dihydroxyphenylvaleric acid 3 sulfate","''berry (whole, raw)''"
"3,4-dihydroxyphenylvaleric acid 4 glucuronide","''cacao food product''"
"3,4-dihydroxyphenylvaleric acid 4 glucuronide","''tea based beverage product''"
"3,4-dihydroxyphenylvaleric acid 4 glucuronide","''apple (whole)''"
"3,4-dihydroxyphenylvaleric acid 4 glucuronide","''nut (whole or part)''"
"3,4-dihydroxyphenylvaleric acid 4 glucuronide","''red wine''"
"3,4-dihydroxyphenylvaleric acid 4 glucuronide","''berry (whole, raw)''"
"3,4-dihydroxyphenylvaleric acid 4 sulfate","''nut (whole or part)''"
"3,4-dihydroxyphenylvaleric acid 4 sulfate","''apple (whole)''"
"3,4-dihydroxyphenylvaleric acid 4 sulfate","''berry (whole, raw)''"
"3,4-dihydroxyphenylvaleric acid 4 sulfate","''cacao food product''"
"3,4-dihydroxyphenylvaleric acid 4 sulfate","''tea based beverage product''"
"3,4-dihydroxyphenylvaleric acid 4 sulfate","''red wine''"
"3,5-dihydroxyphenylvaleric acid","''Whole grain cereal products''"
"3,5-dihydroxyphenylvaleric acid glucuronide","''Whole grain cereal products''"
"3,5-dihydroxyphenylvaleric acid sulfate","''Whole grain cereal products''"
"3,5-dihydroxycinnamic acid","''Whole grain cereal products''"
"3,5-dihydroxycinnamic acid glucuronide","''Whole grain cereal products''"
"3,5-dihydroxycinnamic acid sulfate","''Whole grain cereal products''"
"n-(3,5-dihydroxybenzoyl)glycine","''Whole grain cereal products''"
"alanine betaine","''Whole grain cereal products''"
"valine betaine","''Whole grain cereal products''"
"phenylalanine betaine","''Whole grain cereal products''"
"pipecolic acid betaine","''Whole grain cereal products''"
"phytic acid","''nut (whole or part)''"
"phytic acid","''soybean (whole)''"
"phytic acid","''legume food product''"
"phytic acid","''Whole grain cereal products''"
